"idstud";"female";"HISEI";"AGE";"R040Q02";"R040Q03A";"R040Q03B";"R040Q04";"R040Q06";"R077Q02";"R077Q03";"R077Q04";"R077Q05";"R077Q06";"R088Q01";"R088Q03";"R088Q04T";"R088Q05T";"R088Q07";"R110Q01";"R110Q04";"R110Q05";"R110Q06";"R216Q01";"R216Q02";"R216Q03T";"R216Q04";"R216Q06";"R236Q01";"R236Q02"
"27600989";0;88;190;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"27600991";1;51;193;1;1;1;1;1;1;0;0;0;0;1;2;2;1;1;1;1;1;1;0;0;0;0;0;1;0
"27600994";0;33;188;1;1;1;1;1;1;0;0;0;0;1;2;2;1;1;1;1;1;1;0;0;0;0;0;1;0
"27600996";0;56;183;1;1;0;1;1;1;0;0;1;1;1;2;2;1;1;1;1;1;1;1;1;1;0;1;1;0
"27601001";0;41;999;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0
"27601004";1;56;183;1;0;0;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"27601005";1;50;187;1;1;1;1;0;1;2;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0
"27601011";0;69;185;1;0;0;1;1;1;2;1;0;0;1;2;1;1;1;1;1;0;1;0;1;1;0;1;1;0
"27601012";1;43;189;1;1;0;1;1;1;0;1;0;1;1;2;2;1;1;1;1;1;0;1;0;1;0;1;1;0
"27601013";1;69;193;0;1;0;1;1;1;2;1;1;1;1;2;1;1;1;1;1;0;1;1;1;0;1;1;0;0
"27601027";0;51;185;1;1;1;1;1;1;0;1;0;1;1;2;0;0;1;0;0;0;0;1;1;1;0;1;0;0
"27601047";0;30;186;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
"27601048";0;43;188;0;1;0;1;0;0;2;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"27601052";0;54;999;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0
"27601055";0;30;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27601061";0;28;190;0;1;1;1;1;1;0;1;0;0;1;2;2;0;0;1;1;1;1;0;0;0;0;0;0;0
"27601065";0;34;190;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"27601066";1;53;190;0;1;0;1;0;1;2;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0
"27601069";1;88;185;1;1;1;0;0;1;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601085";1;56;193;1;1;1;1;1;1;2;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"27601090";1;34;184;1;0;1;1;1;1;2;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601092";1;53;193;1;1;1;1;1;1;1;1;0;0;0;2;1;1;1;1;1;1;0;1;1;1;1;1;0;1
"27601093";0;56;183;1;1;1;1;1;1;0;0;0;1;1;2;1;1;1;0;1;1;1;1;1;1;1;1;0;0
"27601097";0;38;189;1;1;0;1;0;1;2;0;0;1;1;2;1;0;0;1;1;1;1;1;1;0;0;1;0;0
"27601100";0;69;192;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"27601101";0;34;187;1;1;0;1;1;1;2;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0
"27601103";1;53;183;1;0;1;1;1;1;2;1;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0
"27601113";1;40;187;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
"27601120";0;55;187;1;1;0;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0
"27601122";1;34;189;1;1;1;1;1;1;1;1;0;1;0;1;2;0;1;1;1;1;1;1;1;0;1;1;1;1
"27601124";1;43;190;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601125";1;73;190;1;1;1;1;0;1;2;1;0;1;1;2;0;0;1;1;0;1;1;1;1;1;1;0;1;1
"27601127";0;34;189;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0
"27601145";1;34;189;1;0;1;1;0;1;1;1;0;1;1;2;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"27601146";1;22;189;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0
"27601150";0;71;192;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0
"27601152";0;71;193;1;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"27601165";1;69;193;0;1;0;1;0;0;2;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0
"27601173";0;43;189;0;0;0;0;1;0;2;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0
"27601181";0;43;193;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"27601183";0;53;194;0;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0
"27601190";0;43;193;0;0;0;1;1;1;2;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0
"27601194";1;44;190;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0
"27601198";0;43;188;0;0;0;1;1;0;2;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0
"27601207";0;53;189;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"27601212";0;34;186;1;1;0;1;1;1;2;0;0;0;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601213";0;29;186;1;1;1;1;0;1;2;1;0;1;0;0;1;1;0;1;1;0;1;1;1;1;0;1;1;0
"27601217";1;59;191;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0
"27601224";1;52;185;1;0;0;0;0;1;2;0;0;1;1;2;1;1;0;1;1;1;1;0;0;0;0;0;1;1
"27601226";1;59;188;0;0;0;0;0;1;2;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0
"27601230";1;53;184;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0
"27601234";1;59;187;0;1;1;1;1;1;2;1;0;1;0;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"27601241";0;31;184;0;0;0;1;0;1;2;1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0
"27601245";0;34;189;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0
"27601246";0;99;185;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"27601247";1;74;190;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
"27601261";1;30;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
"27601266";1;43;185;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0
"27601268";0;56;188;1;1;0;1;0;0;0;1;0;1;0;2;1;1;1;0;0;1;1;0;0;0;1;0;0;0
"27601272";0;38;190;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0
"27601281";0;51;190;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1
"27601283";1;34;189;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0
"27601285";0;51;188;0;0;0;1;0;1;2;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;1
"27601297";1;40;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"27601299";1;16;183;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"27601300";0;53;187;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"27601304";0;43;187;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"27601305";0;43;191;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27601310";0;52;184;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27601312";0;71;190;1;1;1;1;1;1;2;1;0;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601318";0;53;193;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601324";1;30;194;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601329";1;69;192;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601332";0;43;187;1;1;1;1;1;1;2;0;0;0;1;1;2;0;0;1;1;1;1;1;1;1;1;1;0;1
"27601333";0;69;183;1;1;1;1;1;1;2;1;0;1;1;2;0;1;1;0;1;1;1;1;0;0;1;1;1;1
"27601338";1;56;185;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
"27601339";1;30;185;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0
"27601343";1;65;190;1;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
"27601353";1;24;193;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0
"27601359";1;40;184;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0
"27601363";0;38;185;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0
"27601366";1;33;193;0;1;0;1;1;1;2;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0
"27601367";1;30;186;1;0;0;1;1;1;0;1;1;1;1;2;0;1;1;1;1;1;1;1;1;0;0;1;1;0
"27601370";0;51;184;1;1;0;1;1;0;2;1;0;0;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0
"27601371";0;40;190;1;1;0;1;0;1;2;1;0;0;0;2;2;1;1;1;0;0;1;1;1;1;0;0;0;0
"27601374";1;38;185;0;0;0;1;1;1;2;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601387";1;30;190;1;1;0;1;1;1;2;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1
"27601393";1;24;193;1;0;0;1;1;1;2;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0
"27601399";1;51;185;0;0;0;0;0;1;2;1;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0
"27601404";0;69;190;1;1;0;1;1;1;2;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1
"27601410";0;51;184;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0
"27601411";1;69;183;1;1;1;1;1;1;2;0;0;0;1;2;0;1;0;1;1;1;1;1;1;0;0;1;0;0
"27601421";1;54;192;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"27601424";0;70;183;1;0;0;1;0;0;2;1;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;1;1;0
"27601426";0;88;187;0;1;1;0;1;1;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0
"27601429";1;85;191;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"27601435";0;67;185;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;0;1;0;0;1
"27601442";1;53;194;1;0;0;1;1;1;2;1;1;0;1;2;1;1;0;1;1;0;1;1;1;1;0;1;1;0
"27601443";0;46;184;1;1;1;1;1;1;2;0;1;0;1;2;2;1;1;1;1;0;1;1;1;1;1;1;1;0
"27601455";1;85;184;1;1;0;1;1;1;2;0;0;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601459";0;69;189;1;1;0;1;1;1;2;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0
"27601464";1;54;189;1;0;0;1;1;1;2;1;1;1;1;2;1;0;1;1;1;1;0;1;1;1;1;1;1;0
"27601467";0;53;191;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;0;0;1;1;0;0;1;0
"27601468";0;69;193;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;0;1;0;1
"27601469";0;88;189;0;1;1;0;0;1;1;1;0;1;1;1;2;1;1;1;1;0;1;1;0;1;0;1;1;0
"27601472";0;29;194;1;0;0;1;0;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0
"27601473";1;51;191;1;0;1;1;1;1;2;1;1;0;1;2;1;1;1;0;1;1;0;1;1;1;1;1;0;0
"27601475";0;51;190;1;1;1;1;1;0;2;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0
"27601482";1;51;190;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0
"27601503";0;38;187;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1
"27601507";0;16;193;0;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0
"27601509";1;52;184;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;0
"27601511";1;30;184;0;1;0;1;1;1;0;1;0;0;0;2;1;1;1;1;1;0;0;1;1;1;1;1;0;0
"27601512";1;56;184;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0
"27601513";0;34;185;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0
"27601521";1;69;189;1;0;0;1;0;1;2;1;0;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;1;0
"27601524";1;43;194;0;0;0;1;1;1;2;1;0;1;1;2;0;1;1;1;1;0;0;0;1;1;0;1;1;0
"27601535";1;38;188;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601537";1;53;193;0;0;0;1;1;1;2;1;0;0;0;2;2;1;0;1;1;0;1;1;1;0;1;1;1;0
"27601544";1;23;186;1;0;0;0;1;1;2;1;0;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"27601547";0;99;190;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0
"27601552";1;71;193;0;1;0;0;1;1;2;1;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0
"27601555";0;30;184;1;1;0;1;1;0;2;0;0;0;0;2;1;1;1;0;0;1;1;1;0;0;0;1;0;0
"27601556";0;69;193;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"27601572";1;43;191;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0
"27601575";0;30;193;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27601580";0;59;190;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0
"27601583";0;51;193;1;0;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0
"27601584";0;34;188;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"27601588";1;60;187;1;1;1;1;1;1;2;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"27601596";0;85;194;1;1;0;1;0;1;2;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"27601599";0;69;192;1;1;1;1;1;1;0;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;0;0;1;0
"27601602";1;53;190;1;0;0;1;0;1;2;1;1;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;0
"27601607";1;54;188;1;0;0;1;1;1;2;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1
"27601612";0;34;189;1;1;1;1;1;1;2;1;0;1;1;2;1;1;0;1;1;0;1;1;1;1;1;1;1;0
"27601613";0;34;188;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
"27601614";1;73;194;1;0;0;1;1;1;2;1;1;1;0;0;2;1;1;0;1;1;1;1;1;1;1;1;0;1
"27601618";0;99;189;0;1;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0
"27601620";0;64;187;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0
"27601628";0;38;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
"27601637";0;69;190;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"27601638";0;54;184;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"27601639";1;43;193;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0
"27601645";1;51;185;1;0;0;1;0;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601654";0;38;193;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0
"27601660";1;32;190;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0
"27601661";1;35;193;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
"27601663";0;99;190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"27601678";1;34;186;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
"27601688";0;73;186;1;1;1;1;0;1;0;1;0;1;1;2;1;0;1;1;1;1;1;0;0;0;0;0;1;0
"27601689";0;43;187;1;1;0;1;1;1;2;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0
"27601698";0;30;183;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0
"27601699";1;69;184;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
"27601706";0;30;185;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;1;1;1;0
"27601709";0;53;191;1;1;1;1;0;1;2;1;1;1;1;2;2;1;1;1;1;0;1;0;0;0;0;0;1;0
"27601714";0;43;183;0;0;0;1;0;1;2;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0
"27601722";1;65;185;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0
"27601726";0;43;188;1;1;0;1;1;1;2;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0
"27601732";0;88;183;1;1;1;1;1;1;2;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0
"27601737";0;61;188;1;1;0;0;1;1;2;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0
"27601740";1;67;185;1;1;1;1;1;1;2;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1
"27601742";1;65;184;0;1;0;1;1;1;2;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1
"27601747";1;69;183;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0
"27601753";1;51;190;0;1;0;1;1;1;2;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
"27601765";1;46;185;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0
"27601769";0;32;183;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"27601771";0;71;185;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0
"27601776";1;50;189;0;1;0;1;1;1;2;1;0;0;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"27601777";0;99;189;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0
"27601779";0;67;183;1;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601782";0;43;186;1;1;0;1;1;1;2;0;0;1;1;2;1;1;1;1;1;0;0;1;1;0;1;1;0;0
"27601784";0;46;193;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0
"27601793";0;23;191;1;1;1;1;0;1;0;0;1;1;0;2;2;1;1;1;1;1;1;1;0;0;0;1;0;0
"27601795";1;56;193;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0
"27601798";0;34;193;1;1;0;1;0;0;2;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0
"27601811";0;33;190;1;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0
"27601812";0;45;194;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"27601813";0;51;194;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"27601821";1;49;190;1;0;1;1;1;1;2;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0
"27601823";0;50;192;1;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0
"27601825";0;71;192;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
"27601834";1;52;186;0;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27601837";1;34;189;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0
"27601846";0;69;191;1;1;0;1;1;1;2;1;1;1;1;2;2;0;1;1;1;1;1;1;1;1;0;1;1;0
"27601861";0;39;192;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
"27601862";0;43;184;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0
"27601864";0;38;190;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;0;0;0;1;0
"27601869";0;67;194;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0
"27601872";0;43;185;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0
"27601881";1;53;191;0;1;0;1;1;1;2;1;0;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"27601883";0;43;193;1;0;0;1;1;1;0;0;0;1;1;2;0;1;1;1;1;1;1;1;1;0;1;0;0;0
"27601888";0;54;191;1;1;1;1;1;1;2;0;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601890";1;56;188;0;1;0;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27601894";0;23;188;1;1;0;1;1;1;2;1;0;1;0;0;2;1;1;0;1;1;0;1;1;1;0;1;0;0
"27601899";0;69;190;1;1;0;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"27601913";0;50;188;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"27601915";1;40;194;1;0;0;1;0;1;0;0;0;0;1;2;1;0;0;1;0;1;0;1;0;0;0;1;1;0
"27601920";1;29;185;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0
"27601922";1;53;190;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0
"27601923";1;69;189;1;1;0;1;1;1;0;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0
"27601925";1;64;188;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;0
"27601929";0;43;189;0;0;0;1;1;1;2;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0
"27601940";1;16;191;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
"27601941";1;33;186;1;1;0;1;0;1;0;1;0;0;1;2;1;1;0;1;0;0;1;0;1;0;0;0;0;0
"27601942";0;40;186;1;1;0;1;0;1;0;1;0;0;1;2;1;1;0;1;0;0;1;0;1;0;0;0;0;0
"27601943";1;38;183;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
"27601950";0;43;187;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27601955";0;48;188;1;0;0;1;1;1;2;1;1;0;1;2;0;1;1;1;1;1;0;0;1;0;0;1;1;1
"27601959";1;45;191;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0
"27601961";0;30;189;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0
"27601965";1;67;194;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0
"27601983";1;45;186;1;1;0;1;1;1;2;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;0;0
"27601987";0;29;194;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0
"27601988";0;43;184;1;1;0;0;1;1;2;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
"27601989";1;50;190;1;1;1;1;1;1;2;1;0;1;1;2;0;0;0;1;1;1;1;0;0;0;0;1;0;0
"27601999";0;99;191;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0
"27602007";1;69;186;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0
"27602013";1;30;188;1;0;0;1;0;0;2;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0
